name,id_original
Irving Glassberg,73369
J. Walter Ruben,236395
Henry W. Gerrard,236395
Doran Cox,236395
Jeffrey W. Byrd,52051
Jim Sotos,78552
Marcos Zurinaga,104106
Paloma Suau,104106
Scott Rodgers,320703
Moray Grant,170277
Val Guest,170277
Mars Callahan,25973
Masao Tamai,132641
Mikio Naruse,132641
Masayoshi Kawanishi,132641
Dick Powell,59142
Charles Lawton Jr.,59142
Boris Barnet,47590
Todd Levin,165567
Alan Crosland,32683
Wen Bin Huang,334132
Wenjun Yang,334132
Wan Laiming,47759
Victor Levin,259954
Arnaud Potier,259954
Ethan Hawke,291817
Nicolas Roeg,33510
Robert Markowitz,32648
José Pinheiro,170033
Maxwell Shane,35401
Jack Greenhalgh,35401
Pyotr Todorovskiy,197366
Georgiy Daneliya,20870
Sergey Vronsky,20870
Aleksandr Alov,95431
Vladimir Naumov,95431
Andrey Smirnov,107705
Maurizio Lucidi,156145
Maurizio Lucidi,46567
Aldo Tonti,46567
Maurizio Lucidi,112601
Neil Johnson,277778
Gleb Panfilov,83444
Stanislav Rostotsky,109774
Georgi Rerberg,143887
Andrei Konchalovsky,143887
Evgeniy Guslinskiy,143887
Vasiliy Shukshin,38359
Gleb Panfilov,83475
Ilya Averbakh,83461
Georgiy Daneliya,27862
Georgiy Daneliya,27922
Nikita Mikhalkov,83446
Pavel Lebeshev,83446
Mikhail Romm,53194
Mikhail Segal,160833
Aleksandr Petrov,104522
Otar Iosseliani,63717
Aleksandr Petrov,118794
Pavel Chukhray,64483
Adam Rapp,179288
Richard Rutkowski,179288
Oksana Bychkova,41703
Aleksey Uchitel,23898
Dmitriy Dyachenko,25936
Maxim Korostyshevsky,64268
Steve Wang,186634
Michael Lindsay-Hogg,40373
John Baumgartner,339533
Ben Demaree,339533
Geoffrey Unsworth,110419
John Mackenzie,110419
Peter Bogdanovich,36530
Flemming Olsen,36530
Mel Welles,3122
Aureliano Luppi,3122
Riccardo Pallottini,3122
Richard Gray,281418
Greg D. Williams,259261
Dariusz Wolski,286217
Ridley Scott,286217
Marc Homes,286217
Matt Sims,286217
Annamária Orosz,286217
Shira Hockman,286217
Rhys Ifan,286217
Will Newton,286217
Gergely Rieger,286217
John Hough,22376
Luis Cuadrado,112355
Andrea Bianchi,112355
Harry Waxman,112355
James Kelley,112355
Michael Hewitt,276137
Dermot Lavery,276137
Mark Garrett,276137
Fouad Mikati,333381
Balaji Sakthivel,109835
Griff Furst,30778
Don Dohler,86633
Britt McDonough,86633
Jeremy Workman,294862
Göran Olsson,250784
David Sandberg,251516
Michael D. Akers,151693
Jonathan Gruber,102596
Ari Daniel Pinchot,102596
Aktan Arym Kubat,58859
Dibakar Banerjee,320295
Sriram Raghavan,323517
Priyangi Borthakur,323517
A.R. Murugadoss,273886
Oleg Fomin,20963
Renato Berta,64100
Daniel Schmid,64100
Giorgio Stegani,187771
Giorgio Stegani,64577
Sergio D'Offizi,64577
Giorgio Stegani,270585
Niko von Glasow,240478
Kim Seong-hoon,269494
Tae-Sung Kim,269494
Sidney Lumet,82465
Gerald Hirschfeld,82465
J. Lee Thompson,119687
Tadashi Sawashima,37873
Kazuo Yamada,37873
J. Lee Thompson,43112
Eric Cross,43112
Paolo Sorrentino,310593
Luca Bigazzi,310593
Fred F. Sears,189243
J. Lee Thompson,20806
Gilbert Taylor,20806
J. Lee Thompson,247451
Gilbert Taylor,261419
J. Lee Thompson,261419
Ronald Neame,198312
Cliff Owen,198312
Karan Johar,21297
Ayan Mukherjee,21297
Vidhu Vinod Chopra,46406
Farhan Akhtar,21175
Nagesh Kukunoor,21567
Vikram Bhatt,51216
Ram Gopal Varma,21570
András Jeles,56927
Martin Bell,42098
James McTeigue,334074
Danny Ruhlmann,334074
Kes Bonnet,334074
Hannah Moseley,334074
Ronna Gradus,318256
Ronna Gradus,318256
Jill Bauer,318256
Vladimir Fetin,45210
Mark Zakharov,27937
David Butler,337789
Tapio Piirainen,89330
Antonio Margheriti,154397
Juan López Moctezuma,198240
Michael Pattinson,122767
Bruce Myles,122767
Steve Dobson,122767
Carlo Vanzina,62558
René Cardona Jr.,92469
Daniel López,92469
Henri Helman,200445
Ernest Pintoff,85602
Marvin J. Chomsky,155797
Álex Phillips Jr.,155797
Denis Héroux,75903
Daniel Mann,200331
Bruce Beresford,24085
Jack Cardiff,30929
William Fruet,84642
Richard Leiterman,84642
Ralph Thomas,169618
Charles Crichton,65651
Alfio Contini,10986
Franco Castellano,10986
Giuseppe Moccia,10986
Teo Delgado,119409
Óscar Aibar,119409
Karan Johar,190940
Zoya Akhtar,190940
Anurag Kashyap,190940
Dibakar Banerjee,190940
Priyadarshan,19025
Neeraj Vora,20359
Rajiv Rai,109028
Viju Shah,109028
Ram Gopal Varma,14394
Ram Gopal Varma,20968
Priyadarshan,20364
J.P. Dutta,33125
Bert Glennon,30162
Delmer Daves,30162
Vidhu Vinod Chopra,33124
S. Shankar,33457
K. V. Anand,33457
Priyadarshan,166259
David Ryan Keith,339992
Neill Fearnley,323384
Anthony C. Metchie,323384
James Crow,334088
Eiji Uchida,119172
Paul Feig,238713
Robert D. Yeoman,238713
Naomi Kawase,265193
Robert Siodmak,43269
Paul Ivano,43269
Bradley Raymond,13179
Sheryl Sardina Sackett,13179
David Lister,69921
Vincent G. Cox,69921
David Trueba,209415
Bernard Bellefroid,314555
David Williamson,314555
Paul Devlin,38608
Matthias Luthardt,80136
Hélène Louvart,81616
Pia Marais,81616
Elemér Ragályi,96411
Ferenc András,96411
Ray Nazarro ,270015
Judd Apatow,271718
Jody Lee Lipes,271718
William Castle,29510
Harold E. Stine,29510
Frank Byers,26861
Franc. Reyes,26861
Marita Grabiak,229702
Franco Castellano,58611
Giuseppe Moccia,58611
Danilo Desideri,43211
Luca Verdone,43211
Sebastiano Celeste,38262
Franco Castellano,38262
Giuseppe Moccia,38262
Maurizio Ponzi,58615
Sergio Corbucci,58613
Luciano Tovoli,57918
Franco Amurri,57918
Neri Parenti,43646
Luigi Kuveiller,173177
Carlo Vanzina,173177
Neri Parenti,43648
Neri Parenti,61303
Maria Pia Rocco,61303
Alessandro D'Eva,61303
Neri Parenti,43649
José María Sánchez,75001
Alessandro Genovesi,328720
Enrico Oldoini,58191
Franco Castellano,38285
Giuseppe Moccia,38285
Pasquale Festa Campanile,43571
Nanni Loy,121516
Dino Risi,75336
Alberto Lattuada,82066
Steno,139563
Gregg C. Tallas,49352
Tom McGowan,49352
Hal Trussell,49352
John Carr,49352
Phillip Marshak,49352
Jay Schlossberg-Cohen,49352
Brett Kelly,246917
Jeff Burr,39895
Marion Hänsel,2197
Walther van den Ende,2197
Herschell Gordon Lewis,101029
Jesús Franco,19095
Jean Rollin,19095
José Climent,19095
Pierre Quérut,19095
James Aviles Martin,30993
Daniel Mann,103612
Jack Woolf,103612
John Seale,17381
Brian Trenchard-Smith,17381
Allan Holzman,42251
Tim Suhrstedt,42251
Luis Estrada,264525
Martín Torres,264525
Martín Torres,264525
Telma Silva,264525
Fellipe Barbosa,268100
Randall Lobb,280276
Edward Fu,86700
Cameron Crowe,222936
Eric Gautier,222936
Scott Robertson,222936
Jonas Spaccarotelli,222936
Angela Stauffer,222936
Geoff Marslett,44486
Joe Massot,39309
Branko Schmidt,132551
Veljko Bulajić,34449
Sam Taylor,79757
Charles Rosher,79757
Doug Campbell,231625
Marco Tullio Giordana,98120
Marco Onorato,135695
Stefano Mordini,135695
Giulio Manfredonia,161545
Fabrizio Lucci,250235
Paolo Genovese,250235
Giorgia Farina,173847
Maurizio Calvesi,173847
Andrea Zaccariello,169683
Gennaro Nunziante,231176
Gennaro Nunziante,53319
Peter Bogdanovich,245906
K. Selvaraghavan,69520
Carlo Zoratti,215646
Pif,239877
Cirio H. Santiago,95565
Ricardo Remias,95565
Michel Franco,126315
Mark Kitchell,84196
Kevin Pollak,316067
Adam McDaid,316067
Shark De Mayo,158589
Jonathan Gurfinkel,158589
John Guleserian,244783
Kate Barker-Froyland,244783
Diana Whitten,253267
Diana Whitten,253267
Lucy Walker,300179
Vishal Bhardwaj,21265
Adoor Gopalakrishnan,126969
Mankada Ravi Varma,126969
David Field,245527
George Basha,245527
Rollin Binzer,47246
David Gregory,279992
Jim Kunz,279992
Guillaume Nicloux,159967
Yves Cape,159967
Sulev Nõmmik,46923
Arvo Kruusement,146045
Rein Raamat,221171
Arvo Kruusement,46809
Arvo Kruusement,146030
Grigori Kromanov,47150
Jüri Garshnek,47150
Walt Disney,175518
Walt Disney,146730
Garri Bardin,72204
Geoff Murphy,20333
Peeter Simm,70122
Ben Demaree,343070
Emile Edwin Smith,343070
Hardi Volmer,231562
Mischa Kamp,117452
Kadri Kõusaar,46930
Atle Knudsen,21535
Martin Miehe-Renard,199374
Andres Maimik,262311
Katrin Maimik,262311
Olger Bernadt,262311
Mihkel Soe,262311
Gerry Lively,9288
Igor Meglic,9288
Katrin Laur,78696
Milan Cieslar,51604
Zdeněk Taubler,51604
Andres Kõpper,150473
Arun Tamm,150473
Lawrence Silverstein,76101
Franziska Buch,61035
Eytan Fox,223932
Édouard Molinaro,2462
Claude Chabrol,66135
Jean Rabier,66135
Youssef Delara,176077
Victor Teran,176077
Lionel Jeffries,53780
Gerry Fisher,53780
Ford Beebe,252894
Harry Neumann,252894
Juan Pablo Buscarini,262788
Jafar Panahi,320006
Reynaldo Villalobos,37307
James R. Bagdonas,37307
Harry J. Wild,106113
Christy Cabanne,106113
Allan Dwan,191487
Herman Hoffman,202198
Paul Vogel,202198
Chris Hall,38309
Stephan Komandarev,334440
Krasimir Andonov,334440
Philipp Leinemann,294483
Joel Gallen,296192
Joel Gallen,296194
Jordan Brady,279960
Chuck Workman,298664
Peter Yates,73208
Paul Dickson,31984
Henry Hathaway,43419
J. Roy Hunt,112618
Leigh Jason,112618
Dewey Starkey,112618
Takashi Kawamata,115572
Yoshitaro Nomura,115572
Jirô Sugioka,115572
Sidney Lumet,14755
Freddie Young,14755
Franklin J. Schaffner,105056
William Joyce,86412
Brandon Oldenburg,86412
Michael Gordon,33744
Richard Brooks,127564
Andrzej Munk,25939
Krzysztof Winiewicz,25939
Andrzej Brzozowski,25939
Anna Dyrka,25939
Witold Lesiewicz,25939
Éric Caravaca,78992
Don Medford,26357
Felix E. Feist,29467
Robert Burks,29467
Lewis Seiler,84365
J. Peverell Marley,84365
Gayne Rescher,124026
Nate Watt,124026
Daniel Lee,300168
Tony Cheng,300168
Yash Chopra,132316
Ali Zafar,74458
Punit Malhotra,40777
Doug Ellin,188222
Steven Fierberg,188222
Rufus Norris,328483
Danny Cohen,328483
David Shrubsole,328483
Kinji Fukasaku,107637
Mauritz Stiller,82576
Robert Boris,146679
Adam Curtis,321109
Fielder Cook,173541
Nicole van Kilsdonk,328692
Gillian Greene,266718
Christophe Lanzenberg,266718
Christian Wagner,304640
Arthur Grant,46359
Peter Sykes,46359
Adam Goldberg,343371
Mark Putnam,343371
Nic Balthazar,85581
Martin Hanslmayr,254007
Till Kleinert,254007
Krishna D.K.,303281
Raj Nidimoru,303281
Harry Smith,85428
Joel Gallen,315850
Stéphane LaFleur,270886
Sara Mishara,270886
Peter Cousens,288980
Seyfi Teoman,69352
Riyad Barmania,212481
Roger Roth,217787
Joel Gallen,296206
Hajime Sato,107308
Murray Lerner,16247
David Brundige,99904
Huan Vu,109463
Arturo Ripstein,116439
Javier Ruiz Caldera,86541
Arnau Valls Colomer,86541
Chuck Jones,53210
Richard Loncraine,286521
Jonathan Freeman,286521
Pete Docter,150540
Patrick Lin,150540
Tim Orr,289716
David Burris,289716
Rodrigue Jean,285851
Crystal Moselle,307931
Ryan Polito,250556
Ryan Sage,141884
Lorenzo Gicca Palli,52721
Anand L Rai,58333
Jose Antonio Vargas,223249
Ann Raffaela Lupo,223249
Caryn Waechter,206197
Don Schain,89072
Don Schain,18589
R. Kent Evans,18589
Benjamin Statler,295595
Ben Kutchins,295595
Robert D. Yeoman,271714
Bill Pohlad,271714
Aleksa Gajić,38248
Nebojša Andrić,38248
Stevan Đorđević,38248
Benito Perojo,122525
Mario Bianchi,222517
Mario Bianchi,59871
Mario Bianchi,260899
Mario Bianchi,157683
Mario Bianchi,111697
John Simpson,13803
Matthew J. Lloyd,192142
A.J. Edwards,192142
Hisako Matsui,171769
David Kennard,273745
Jamie LeJeune,273745
Franco Brusati,75748
Romano Albani,75748
Franco Brusati,198657
Jonathan Lee,75719
Scott Hamilton Kennedy,41331
Tim Rutili,40657
J.B. Ghuman Jr.,81021
Ding Sheng,219572
Bill Benenson,40090
Gene Rosow,40090
Eleonore Dailly,40090
Lone Scherfig,15956
Jeff Reichert,192028
Farihah Zaman,192028
Dominic Howes,154793
Joel Weber,154793
Jennifer Maytorena Taylor,87851
Rudy Soedjarwo,39060
John Boskovich,5302
Joseph Yacoe,5302
Nanni Loy,107052
Claudio Cirillo,107052
Giuliano Montaldo,59156
Luigi Magni,42220
Luigi Magni,68882
Luigi Comencini,68882
Nanni Loy,68882
Agenore Incrocci,82114
Furio Scarpelli,82114
Ruggero Maccari,82114
Ettore Scola,82114
Mario Monicelli,82114
Piero De Bernardi,82114
Luigi Magni,82114
Luigi Comencini,82114
Nanni Loy,82114
Leonardo Benvenuti ,82114
Ugo Pirro,82114
Damiano Damiani,79750
Carlo Lizzani,108535
Mario Monicelli,103216
Ettore Scola,68816
Claudio Cirillo,68816
Dino Risi,56369
Dino Risi,58404
Pasquale Festa Campanile,193641
Armando Nannuzzi,59336
Antonio Pietrangeli,59336
Leanne Pooley,60063
Camillo Mastrocinque,55960
Mario Albertelli,55960
Faye Jackson,54398
Antonio Pietrangeli,82481
Mauro Bolognini,199222
Jason Cohn,75442
Bill Jersey,75442
Miguel Hermoso,189334
Jos Stelling,71063
Luigi Magni,105616
Dino Risi,186630
Dino Risi,81871
Franco Rossi,81871
Luigi Comencini,81871
Mauro Bolognini,81871
Luciano Salce,61911
Mario Monicelli,61911
Franco Rossi,61911
Elio Petri,61911
Antonio Pietrangeli,221527
Antonio Macasoli,99916
Camillo Mastrocinque,99916
Aron Schock,63687
Carlo Di Palma,195413
Gianni Puccini,195413
Nanni Loy,62036
Dino Risi,48937
Susan Muska,105778
Gréta Olafsdóttir,105778
Greta Schiller,32728
Robert Rosenberg,32728
Mihalis Kakogiannis,46278
Giorgos Arvanitis,46278
Chris Blum,44694
Clay Jeter,79554
Anton Megerdichev,174733
Christopher Ray,277597
Alexander Yellen,277597
Francis Lawrence,131634
Dan Webster,131634
Jo Willems,131634
David Scheunemann,131634
Shaun Friedberg,131634
Carine Demongueres,131634
Sean Ryan Jennings,131634
Alice Leconte,131634
Justin O'Neal Miller,131634
Jade Mansueto,131634
Marlene Chazot,131634
Gunnar Zimmer,131634
Stefan Czapsky,272878
Boaz Yakin,272878
Mark Anthony Little,272878
Chris Columbus,257344
Amir Mokri,257344
Lee Toland Krieger,283489
Robert Schwentke,262504
Florian Ballhaus,262504
Alan Hook,262504
Josh Novak,262504
Philippe Rousselot,259316
David Yates,259316
Joe Carnahan,38700
Jeanne Herry,270919
Axel Cosnefroy,270919
Margarita Manda,321315
Kostas Gikas,321315
Allan Dwan,25506
John Alton,25506
Chris Bernard,60363
Bruce McGowan,60363
Douglas Hickox,122268
Herschell Gordon Lewis,48885
Allison Louise Downe,48885
William Witney,61669
Jack A. Marta,61669
Tim Burstall,33057
Shawn Christensen,157289
Daniel Katz,157289
Susan Seidelman,94066
Chirine El Khadem,94066
James Bidgood,42497
Jacques R. Marquette,43248
Nathan H. Juran,43248
Shira Lane,99370
Meg McLagan,91266
Daria Sommers,91266
Billy Corben,325365
Dave Ohlson,186079
Hitoshi Yamaguchi,17189
Hiroshi Fukutomi,17189
Ilppo Pohjola,59908
Simon Pramsten,45133
Babak Najafi,45133
Robert Nixon,286407
Fisher Stevens,286407
Axel Baumann,286407
Damien Drake,286407
Ross Kauffman,250653
Katy Chevigny,250653
Carl Colby,72845
Doris Dörrie,42293
Jean-Claude La Marre,338107
Paul Marcus,131934
Shoojit Sircar,215776
Sammo Hung,59843
Javier Fesser,245017
Ari Sandel,31073
Monty Miranda,26469
Steve Binder,74849
Mattie Do,220287
Chris Riedell,251227
Nick Riedell,251227
Julie McCoy,251227
Sarah M. Gonzalez,251227
Chuck Vincent,30485
Mohit Suri,339367
Stewart Wade,259997
Daniel S. McCoy,259997
James Hall,253309
Edward Lovelace,253309
Peter Hewitt,289239
John Hayes,86210
Dave Eddy,16530
Velcrow Ripper,190868
Marinus Groothof,316310
Phil Davis,216037
Pascal Plisson,222297
Daniel Pearl,3056
Marcus Nispel,3056
Leslie Keel,3056
Russell Mulcahy,30762
Steve Boyum,24020
Eric Bross,62527
Nick Castle,103014
Greg Beeman,71887
Michael Grossman,33871
Greg Beeman,28601
Blair Treu,64265
Kenneth Johnson,34766
Manny Coto,29742
Steve Rash,34765
Robert Townsend,124134
Kenneth Johnson,70772
Paul Hoen,46004
Paul Hoen,124097
John Laing,61717
Tamara Olson,14912
Hilla Medalia,200487
Shosh Shlam,200487
John Warren,92943
Bill Condon,280996
Tobias A. Schliessler,280996
Jo Beom-jin,22520
Corbin Billings,257109
Aleksandr Efremov,23808
Alexander Rudd,23808
Alexander Rud,23808
Yves Robert,39978
Sophie Letourneur,175606
Antoine Parouty,175606
Sophie Letourneur,63774
Steno,63178
Mario Monicelli,80374
Steno,80374
Steno,82113
Steno,43294
Steno,51912
Steno,56920
Steno,340961
Massimo Dallamano,340961
Steno,58701
Steno,54166
Silvano Ippoliti,11048
Steno,11048
Steno,11053
Giuseppe Ruzzolini,11053
Steno,11055
Alberto Spagnoli,11055
Steno,84066
Banksy,95756
Jaimie D'Cruz,95756
Emma Franz,200938
Sue Bourne,76112
Trish Dolman,220782
Paul Saltzman,128121
Jonathan Stack,113284
Liz Garbus,113284
Wilbert Rideau,113284
Ilan Duran Cohen,220731
Mohsen Amiryousefi,315893
Mike Rohl,55229
Paris Leonti,80177
Nancy Leopardi,314996
Chris Renaud,328111
Dominique Monfery,328111
Yarrow Cheney,328111
Haskell Wexler,172014
Emile de Antonio,172014
Mary Lampson,172014
Haskell Wexler,172014
Eduardo Coutinho,60142
Walt Disney,88018
Stefano Sollima,85739
Paolo Carnera,85739
Damien Leone,319188
George Steuber,319188
Seiji Chiba,57011
Kenji Kamiyama,18839
Kazuhiro Wakabayashi,18839
Richard Goldgewicht,153153
Michael James Johnson,253315
Lydia B. Smith,217576
Nadine Truong,320430
Delphine de Vigan,240581
Mona Achache,223946
Patrick Blossier,223946
Eric Le Roch,14406
Eric Le Roch,44937
John Badham,96382
Michael Winterbottom,333346
Karen Shakhnazarov,111237
John Terlesky,60495
Steve Boyum,92208
Keith Samples,14565
M. Manikandan,264038
Manikandan Saravanan,264038
Ajay Bahl,222951
Yoo Ha,49214
Krish (Radhakrishna Jagarlamudi),337876
Alê Abreu,223706
Alejandro Monteverde,256962
Marco Niro,256962
Jon Gunn,309425
Brian Shanley,309425
Adam Silver,343921
Rachel Goldenberg,343921
Sidney Sheldon,84450
Daniel Petrie,84450
Václav Vorlíček,8703
Josef Illík,8703
Marcus Winterbauer,11218
Thomas Grube,11218
René Dame,11218
Enrique Sánchez Lansch,11218
Gary Cohen,28851
Tarsem Singh,238615
Brendan Galvin,238615
Jason Rhein,238615
Anne K. Black,321068
A. Todd Smith,321068
Clare Niederpruem,321068
Sean McNamara,245842
Mathieu Turi,245842
Boaz Davidson,78338
Neill Fearnley,212934
Jack Gold,25318
Grant Armstrong,302156
Ariel Vromen,302156
Dana Gonzales,302156
Dean Semler,274854
Breck Eisner,274854
Michael Dougherty,287903
Jules O'Loughlin,287903
Alistair Kay,287903
Shaun Friedberg,287903
Fabiano Petroni,287903
David Ayer,297761
Brandt Gordon,297761
Roman Vasyanov,297761
Robert Kouba,335676
Sebastian Cepeda,335676
Ayelet Menahemi,44511
Joseph J. Lawson,300900
Gordon Hessler,21840
Pawel Chochlew,207909
Antonio Chavarrías,120194
Christian Poveda,25168
Rohan Sippy,19620
Hans Herbots,251577
Thomas H. Ince,120664
Reginald Barker,120664
Raymond B. West,120664
Rolf Olsen,115463
Roland Emmerich,47933
Markus Förderer,47933
Samantha Avila,47933
Tammy S. Lee,47933
Patrick M. Sullivan Jr.,47933
Eamonn Butler,47933
Jan Philip Cramer,47933
Justin Lin,188927
Stephen F. Windon,188927
Sean Goojha,188927
Travis Witkowski,188927
Uzair Merchant,188927
Don MacAulay,188927
Marty Pasetta,345896
Kenneth Bowser,108677
Frank Capra,175553
Neal Israel,114255
Bradley R. Swirnoff,114255
Yuen Woo-ping,64305
Po-Chih Leong,30780
Ram Gopal Varma,107937
Karthik Subbaraj,139357
Ram Gopal Varma,228012
Vikram Bhatt,19951
Rajat Poddar,19951
Uday Inamati,19951
Sajid Khan,31983
Ram Gopal Varma,31983
J. D. Chakravarthi,31983
Amal Neerad,31983
Vivek Shah,31983
Manish Gupta,31983
Prawal Raman,31983
Jijy Philip,31983
Prawaal Raman,74481
Sammo Hung,15724
Abel Ferry,30974
Matthew Irving,25329
Yam Laranas,25329
Anil Mehta,79464
Imtiaz Ali,79464
Abhishek Kapoor,19672
Sharon von Wietersheim,20310
Ephraim Kishon,78233
Sam Pillsbury,168501
Aharon Keshales,74586
Navot Papushado,74586
Nick Vallelonga,19342
Graham Theakston,94585
Jens Jonsson,196032
Andrew Wight,276909
Raymond Quint,276909
John Bruno,276909
Manny Rodriguez,256273
Jay Lavender,256273
Gregory Middleton,277558
Tyler Shields,277558
David Hewlett,299939
Gavin Smith,299939
Jason McQuarrie,299939
Adam Sanderson,43083
Muli Segev,43083
Robert Iscove,38546
Simone Bartesaghi,224087
Gérard Bitton,13733
Michel Munz,13733
Marcelo Piñeyro,38238
Alfredo Mayo,38238
Mark Jean,32782
Uri Zohar,73147
D.J. Caruso,293452
Michel Poulette,163406
Stephen Reizes,163406
Michael Rubbo,32038
Jean-Marc Barr,83388
Pascal Arnold,83388
Robert Greene,257407
Robert Greene,257407
Niels Arden Oplev,1838
Lars Vestergaard,1838
Sofia Coppola,92657
Carlos Saura,102368
Kevin Kerslake,32742
Mark Racco,32742
Ettore Scola,58089
Ettore Scola,215741
Ettore Scola,60202
Tonino Delli Colli,45004
Ettore Scola,45004
Mario Monicelli,45004
Dino Risi,45004
Ettore Scola,58545
Claudio Cirillo,58545
Carlo Di Palma,56366
Ettore Scola,56366
Kantz,201913
Jay Chapman,220153
Justin Townsend,220153
Lance Bangs,341176
Bobcat Goldthwait,251028
Vince Marcello,338100
Edward Boase,279977
Gabrielle Provaas,97082
Rob Schröder,97082
George Loane Tucker,96128
Richard Chase,69160
Leon Gast,69160
Kevin Keating,69160
Konstantin Lopushanskiy,22114
Robert Mullan,219666
David Lee Miller,81434
Eran Riklis,282502
Michael Miller,21950
Bruce Logan,21950
Ram Gopal Varma,109001
Gopal Reddy S.,109001
Sukumar,80880
Sameer Malkan,46403
Ram Gopal Varma,166255
Nana Patekar,140883
Kabeer Kaushik,33460
Mahesh Bhatt,155308
Tony Liu Chun-Ku,108665
Sammo Hung,29014
Aubrey Powell,38877
Christopher Smith,293238
Robert Humphreys,293238
Uwe Janson,53774
John Alexander,46513
Alan Hume,5064
Gerald Thomas,5064
Stanislav Rostotsky,49106
Tong Kai,60568
Sammo Hung,201099
Yoo Ha,17903
Vishal Bhardwaj,20688
Ram Gopal Varma,15761
Kamal Haasan,117319
Sanu John Vargesse,117319
Rajesh M. Selva,117319
Vishal Bhardwaj,14705
Abbas Alibhai Burmawalla,41902
Mastan Alibhai Burmawalla,41902
Rakesh Roshan,160265
Sameer Arya,160265
Rajkumar Santoshi,71308
Rohit Shetty,19670
Wong Jing,51730
Tigmanshu Dhulia,75744
Anil Sharma,80156
Sammo Hung,39901
John Little,37588
Bejoy Nambiar,69785
Vikram Bhatt,115124
Joe Cheung Tung-Cho,155397
Pradeep Sarkar,287767
Artur Zurawski,287767
Apoorva Lakhia,20742
Mansoor Khan,131940
K. V. Anand,131940
Corey Yuen Kwai,66212
Chang Cheh,41378
Kamal Haasan,66340
Ramnath Shetty,66340
Ng See-Yuen,56095
Joseph Kuo,64257
Yuen Woo-ping,49642
Sammo Hung,73652
Chang Cheh,141131
Lo Lieh,41377
Aditya Bhattacharya,159636
Lee Tso-Nam,59404
Sudeep Chatterjee,44977
Vijay Krishna Acharya,44977
Kurt E. Soderling,44977
Sonal Joshi,44977
Rohan Khambati,44977
Abhishek Anil Tiwari,44977
Pablo Gambetta,44977
Shiv Rawail,44977
Yoshihiro Ueda,38594
Joseph Kuo,54503
Sanjay Gadhvi,14194
Michael Jai White,70006
Jimmy Wang Yu,49967
Nam Yin,75840
Ram Gopal Varma,31248
Hansal Mehta,128206
Richie Mehta,212754
Takeshi Koike,85702
Katsuhito Ishii,85702
Yasuomi Umetsu,18881
Takashi Miike,28796
David Franco,286519
François Girard,286519
Declan Lowney,13592
Bob Christie,113190
Jack Bender,217341
Michael Barrett,214756
Seth MacFarlane,214756
Peter Borck,214756
Laura Anderson,214756
Mike Phillips,79935
Sheldon Wilson,43099
Chuck Jones,53220
Vincas Sruoginis,289159
Jonas Ohman,289159
Paresh Mokashi,305594
Vikas Bahl,247645
Alastair Orr,265018
Brendan Barnes,265018
Yoon Je-kyoon,16318
Kim Yeong-cheol,16318
Terry Jones,86828
Peter Hannan,86828
Kyle Balda,211672
Pierre Coffin,211672
Alejandro Hidalgo,207686
Alan Holleb,85968
Freddie Young,49375
Don Siegel,49375
Don Siegel,148784
Don Siegel,242382
Don Siegel,35926
Hal Mohr,35926
Jordan Cronenweth,40793
Robert Mulligan,40793
Robert Mulligan,42685
Charles Lang,42685
Robert Mulligan,63887
Miguel Larraya,172457
Rafael Gil,227690
Jaime D'Ors,227690
Nitesh Tiwari,264085
Rolf de Heer,139075
Angelo Colagrossi,27637
Lee Won-Suk,314327
Lulu Wang,296178
Norman Taurog,22390
Steven R. Monroe,24090
Scott Wheeler,47407
Bill Semans,165621
Jacques Haitkin,10450
Ezio Greggio,10450
Robert Iscove,19792
Gwen Wetzler,19386
Bill Reed,19386
Marsh Lamore,19386
Ed Friedman,19386
Lou Kachivas,19386
Erik MacArthur,14619
John De Bello,36896
Andrew Pozza,9935
Mark Jones,28229
Roberts Gannaway,21316
Tony Craig,21316
André De Toth,60541
Russell Harlan,60541
Patrick Lussier,10578
Jeff Woolnough,27847
James Ryan,14503
Craig Pryce,48495
John Henderson,15162
Joel Soisson,14212
Brandon Trost,14212
Mark Lafferty,13577
Robert Hiltzik,35626
Jacob Cooney,269242
David M. Evans,15338
Jay Oliva,14613
Russ Goozee,10704
Jeff Woolnough,10704
Gary Jones,15262
Lorenzo Senatore,15262
Richard Van Vleet,25701
Hideo Nakata,153750
Norio Tsuruta,40069
Sean Dillon,104108
Sean Patrick Cannon	,16116
Jennifer Devoldère,32338
Arnaud Potier,32338
George T. Miller,53875
Philip Zlotorynski,27404
Victor Kargan,128862
Steve Agee,128862
Kelly Aluise,128862
Susan Johnson,128862
Alex Mebane,128862
Mark Mower,128862
Sammy Primero,128862
Alec Tuckman,128862
Gregg Simon,21509
Martha Coolidge,59700
Derick V. Underschultz,59700
Alan Mehrez,36692
Vala Halldorsdottir,144390
Sesselja Vilhjalmsdottir,144390
Peter Sohn,105864
Scott Cooper,261023
Masanobu Takayanagi,261023
Sarah Contant,261023
Sam Mendes,206647
Hoyte van Hoytema,206647
Marlene Chazot,206647
Roxana Alexandru ,206647
Lydia Fry,206647
Sami Gaidi,206647
Liam Georgensen,206647
Hugh McClelland,206647
Chris Lowe,206647
John De Bello,36779
Osamu Dezaki,17922
Wataru Date,17922
Mario Vulpiani,61594
Giancarlo Santi,61594
Tom Putnam,63315
Nick Weiss,20066
Enrico Oldoini,42444
Giuseppe Ruzzolini,82827
